Year,Date,Rotation,Treatment,Block,Plot ID,LH per sweep
2022,8/29/2022,Manure,IM,3,W 554,0.1
2022,8/29/2022,BAU/Weed,BAU,2,W 613,0.0
2022,8/29/2022,BAU/Weed,BAU,2,W 614,0.1
2022,8/29/2022,BAU/Weed,BAU,2,W 631,0.0
2022,8/29/2022,BAU/Weed,BAU,2,W 632,0.0
2022,8/29/2022,Manure,IM,3,W 663,0.1
2022,8/29/2022,Manure,IM,3,W 664,0.0
2022,8/29/2022,BAU/Weed,BAU,3,E 161,0.0
2022,8/29/2022,BAU/Weed,BAU,3,E 162,0.0
2022,8/29/2022,BAU/Weed,BAU,3,E 241,0.0
2022,8/29/2022,BAU/Weed,BAU,3,E 242,0.0
2022,8/29/2022,Manure,IM,4,E 341,0.1
2022,8/29/2022,Manure,IM,4,E 342,0.1
2022,8/29/2022,Manure,IM,4,E 353,0.0
2022,8/29/2022,Manure,IM,4,E 354,0.0
2022,8/29/2022,BAU/Weed,BAU,4,E 461,0.0
2022,8/29/2022,BAU/Weed,BAU,4,E 462,0.1
2022,8/29/2022,BAU/Weed,BAU,4,E 563,0.1
2022,8/29/2022,BAU/Weed,BAU,4,E 564,0.0
2022,9/16/2022,Manure,IM,1,W 113,0.0
2022,9/16/2022,Manure,IM,1,W 114,0.0
2022,9/16/2022,Manure,IM,1,W 221,0.0
2022,9/16/2022,Manure,IM,1,W 222,0.0
2022,9/16/2022,BAU/Weed,BAU,1,W 253,0.0
2022,9/16/2022,BAU/Weed,BAU,1,W 254,0.0
2022,9/16/2022,BAU/Weed,BAU,1,W 261,0.0
2022,9/16/2022,BAU/Weed,BAU,1,W 262,0.0
2022,9/16/2022,BAU/Weed,BAU,1,W 263,0.0
2022,9/16/2022,BAU/Weed,BAU,1,W 264,0.0
2022,9/16/2022,Manure,IM,2,W 313,0.1
2022,9/16/2022,Manure,IM,2,W 314,0.0
2022,9/16/2022,Manure,IM,2,W 321,0.0
2022,9/16/2022,Manure,IM,2,W 322,0.0
2022,9/16/2022,Manure,IM,3,W 553,0.0
2022,9/16/2022,Manure,IM,3,W 554,0.0
2022,9/16/2022,BAU/Weed,BAU,2,W 613,0.0
2022,9/16/2022,BAU/Weed,BAU,2,W 614,0.0
2022,9/16/2022,BAU/Weed,BAU,2,W 631,0.0
2022,9/16/2022,BAU/Weed,BAU,2,W 632,0.0
2022,9/16/2022,Manure,IM,3,W 663,0.0
2022,9/16/2022,Manure,IM,3,W 664,0.0
2022,9/16/2022,BAU/Weed,BAU,3,E 161,0.0
2022,9/16/2022,BAU/Weed,BAU,3,E 162,0.0
2022,9/16/2022,BAU/Weed,BAU,3,E 241,0.0
2022,9/16/2022,BAU/Weed,BAU,3,E 242,0.0
2022,9/16/2022,Manure,IM,4,E 341,0.1
2022,9/16/2022,Manure,IM,4,E 342,0.0
2022,9/16/2022,Manure,IM,4,E 353,0.1
2022,9/16/2022,Manure,IM,4,E 354,0.0
2022,9/16/2022,BAU/Weed,BAU,4,E 461,0.0
2022,9/16/2022,BAU/Weed,BAU,4,E 462,0.0
2022,9/16/2022,BAU/Weed,BAU,4,E 563,0.0
2022,9/16/2022,BAU/Weed,BAU,4,E 564,0.1
